Customer Tenure,Monthly Charges,Total Charges,Customer Support Calls,Churn
0.8285714285714286,0.8531844340396173,0.9289475367609772,0.5555555555555556,0
0.41428571428571426,0.400427024036507,0.6936058351483878,1.0,1
0.11428571428571427,0.6357140507487252,0.962628962500967,0.6666666666666666,1
0.6285714285714286,0.5367202706226616,0.3947738267169255,0.8888888888888888,1
0.8142857142857143,0.7707901187079772,0.9803522268704722,0.5555555555555556,0
0.09999999999999999,0.04922879944532682,0.7871346646535643,0.0,0
0.32857142857142857,0.6283855418966281,0.27367508750288816,0.6666666666666666,0
0.5714285714285715,0.11396143459677877,0.3134897615273069,0.4444444444444444,0
0.9714285714285714,0.176292167912878,0.5729685025770314,0.3333333333333333,0
0.7428571428571429,0.6580370896657347,0.8578778306919543,1.0,0
0.6857142857142857,0.8456351336718537,0.8445524346493493,0.1111111111111111,0
0.5857142857142857,0.20941472207838424,0.5451712827009652,0.2222222222222222,1
0.15714285714285714,0.350383093465104,0.4923087407480562,0.7777777777777777,0
0.4857142857142857,0.09477527345109754,0.7759590250194082,0.5555555555555556,1
0.8,0.22761542470053242,0.6572550975964934,0.1111111111111111,1
0.6,0.6882162067512169,0.0497601278411958,0.2222222222222222,0
0.34285714285714286,0.783824741890038,0.4330798398246823,0.0,0
0.35714285714285715,0.6936175295163459,0.9019153224478308,0.3333333333333333,0
0.12857142857142856,0.27005373407039956,0.45983726936405084,0.6666666666666666,0
0.9142857142857143,0.36120400772896144,0.8448130970675878,0.0,0
0.6714285714285715,0.4489131774041718,0.03745434318499992,0.4444444444444444,1
1.0,0.4135686320667974,0.8309257222276906,0.4444444444444444,0
0.4714285714285714,0.23655477825845744,0.3903460156957131,1.0,0
0.8,0.732440201937787,0.24161639188438258,0.6666666666666666,1
0.2857142857142857,0.4378029438559927,0.7120597804126632,0.7777777777777777,0
0.05714285714285714,0.1854395199047627,0.24605964718163606,0.3333333333333333,0
0.35714285714285715,0.7370273304387548,0.01385629134166543,0.6666666666666666,0
0.41428571428571426,0.6143129732070229,0.9726334278509219,0.8888888888888888,0
0.9,0.7362277962442686,0.9232487794461103,0.4444444444444444,0
0.09999999999999999,0.1390720366465385,0.47641170262150734,0.4444444444444444,0
0.014285714285714285,0.3794391190108851,0.2799282141840329,0.7777777777777777,0
1.0,0.4785217318345034,0.697712190410822,0.1111111111111111,0
0.39999999999999997,0.5350339390722189,0.4274055170564718,0.8888888888888888,0
0.2571428571428571,0.8263172771832084,0.9382321065860338,0.0,0
0.7142857142857143,0.6737247122466965,0.5005376643993702,0.2222222222222222,0
0.45714285714285713,0.7690709416295014,0.11014086538167216,1.0,0
0.9571428571428572,0.350096945681199,0.2551632688615582,0.0,0
0.9428571428571428,0.5998051893348717,0.8654056465467018,0.0,1
0.7285714285714286,0.6098437006383178,0.8320306859530234,0.0,0
0.39999999999999997,0.3917331032332032,0.904544271914599,1.0,1
0.44285714285714284,0.9003185613291989,0.9894861824381096,0.8888888888888888,1
0.5714285714285715,0.45527465547699286,0.25297357736489745,0.8888888888888888,1
0.6714285714285715,0.9946343961993722,0.26329096997888685,0.1111111111111111,1
0.07142857142857142,0.7328824234672229,0.35524066498420315,0.0,0
0.6571428571428571,0.5705804974589297,0.9110270086191119,0.8888888888888888,0
0.9428571428571428,0.41621256147861607,0.29077955011823825,0.5555555555555556,0
0.6285714285714286,0.41063765454289547,0.49223003424216016,1.0,1
0.7571428571428571,0.7821317085621281,0.150301748732597,0.2222222222222222,0
0.17142857142857143,0.9149142122590606,0.02670851204324376,1.0,0
0.6714285714285715,0.6562798552174288,0.4866712652535857,0.1111111111111111,0
0.5428571428571429,0.9787696502270966,0.7554932387676933,0.7777777777777777,0
0.028571428571428574,0.29323735547110946,0.1708515563016404,0.2222222222222222,1
0.014285714285714285,0.699456188123495,0.18173770633829311,0.0,1
0.05714285714285714,0.6849231122121496,0.1688342740470077,0.0,0
0.5857142857142857,0.7871888279245892,0.14691898353667926,0.4444444444444444,1
0.028571428571428574,0.707128071975679,0.23700496415273492,0.3333333333333333,0
0.028571428571428574,0.7502079157272556,0.47555349593539364,0.0,0
0.12857142857142856,0.5592707004272137,0.34140780797304154,0.0,0
0.9,0.8234294237067041,0.22302581453283638,0.8888888888888888,0
0.6142857142857143,0.48167779962963164,0.9649662704977321,0.1111111111111111,0
0.9428571428571428,0.49001014028101364,0.7624044763798179,0.2222222222222222,0
0.17142857142857143,0.32084978118512586,0.20155034030599586,0.4444444444444444,1
0.24285714285714283,0.7787875791232387,0.9895588758660683,0.5555555555555556,1
0.5714285714285715,0.005248887741595681,0.2980368904372672,0.2222222222222222,0
0.6714285714285715,0.05075889899105812,0.17584971640121244,0.5555555555555556,0
0.11428571428571427,0.07150487445258547,0.7781436945604515,0.0,0
0.07142857142857142,0.619159553752018,0.8266938342413523,0.0,0
0.04285714285714286,0.9954887821537475,0.7665344978249699,0.4444444444444444,0
0.9285714285714286,0.7461234737896695,0.33130330017402565,0.6666666666666666,0
0.8285714285714286,0.531580906582226,0.7646916718881857,0.1111111111111111,0
0.04285714285714286,0.538924605989351,0.5056595826482557,0.0,0
0.5285714285714286,0.9858572287299368,0.6040923538989232,0.3333333333333333,0
0.3714285714285714,0.22524652995779965,0.5488626887377672,0.4444444444444444,0
0.9285714285714286,0.4969584631283114,0.7175950207983514,0.3333333333333333,0
0.9857142857142858,0.296188417725667,0.2860555484914972,0.1111111111111111,1
0.34285714285714286,0.5628736990547324,0.923108799543432,0.7777777777777777,0
0.22857142857142856,0.5411201382500322,0.8222586869360182,0.2222222222222222,0
0.3,0.37885861212223726,0.15410331606348504,0.2222222222222222,0
0.8285714285714286,0.3871854316822998,0.5386739334193832,0.7777777777777777,0
0.7285714285714286,0.4478442000305347,0.3634015375387974,1.0,0
0.0857142857142857,0.1488371810062299,0.5725606370776761,0.4444444444444444,0
0.14285714285714285,0.2608969818345521,0.7773711058383667,0.3333333333333333,0
0.5285714285714286,0.3471853254802474,0.5542313976663956,0.3333333333333333,0
0.6285714285714286,0.22176491984587815,0.8349485504595724,0.8888888888888888,0
0.32857142857142857,0.4043008668796335,0.85139331198196,0.8888888888888888,1
0.2571428571428571,0.029478301357036912,0.4717770202986113,0.6666666666666666,0
0.39999999999999997,0.3256739986938374,0.598893875037737,0.5555555555555556,0
0.5428571428571429,0.830459857655242,0.7108007718874817,0.0,1
0.5142857142857143,0.607412642798941,0.950480636574799,0.5555555555555556,0
0.5285714285714286,0.841377555876228,0.10035153187746228,0.6666666666666666,0
0.3,0.6023682385332231,0.21612069338901113,0.5555555555555556,1
0.7857142857142857,0.7318562556613453,0.7694772398790087,1.0,1
0.9714285714285714,0.9975242709604251,0.18343252190528755,0.0,0
0.1857142857142857,0.5558610700344909,0.9506280928878634,0.5555555555555556,0
0.04285714285714286,0.3059724652458412,0.985620597246243,0.5555555555555556,0
1.0,0.15768330539802194,0.035781753990084465,0.4444444444444444,0
0.9428571428571428,0.6950837137605512,0.3946915390569215,0.2222222222222222,0
0.3714285714285714,0.5773088448458681,0.9812677057438873,0.0,0
0.09999999999999999,0.31783868985108077,0.4698686429448459,0.2222222222222222,0
0.0857142857142857,0.8593089542376213,0.9305546655095928,0.1111111111111111,0
0.3142857142857143,0.28086823468112143,0.09275510521268812,0.0,1
0.2857142857142857,0.08797874565514868,0.2533443969622407,0.0,1
0.17142857142857143,0.020063850920814613,0.8192935598991127,1.0,0
0.6285714285714286,0.08249388871809882,0.7691350666091497,0.3333333333333333,0
0.0,0.3735585224918925,0.11898014555381789,0.3333333333333333,0
0.24285714285714283,0.6364925008740384,0.47358767238083715,1.0,0
0.2571428571428571,0.6057600036636726,0.09942698397287841,0.8888888888888888,0
0.14285714285714285,0.22447739960435348,0.8093350747323889,0.8888888888888888,1
0.6142857142857143,0.9381603963745409,0.09363241572557372,0.6666666666666666,0
0.7142857142857143,0.1856482563869205,0.7917769846500675,0.6666666666666666,0
0.07142857142857142,0.8672403067062529,0.17617061114748772,0.1111111111111111,0
0.14285714285714285,0.6220204585789801,0.2617143794944604,1.0,1
